,ID,Commands,Label,seq_out
488,489,could you please follow james from the bed to the dining room,"[('B-follow', 3), ('B-follow.dest', 7), ('B-follow.dest', 11), ('B-follow.dest', 10), ('I-follow.dest', 11), ('B-follow.per', 4)]","['O', 'O', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'O', 'O', 'B-follow.dest', 'I-follow.dest']"
489,490,face william at the sink and escort him to his uber,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-take', 6), ('B-take.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O']"
490,491,arrange drinks to all the men in the living room,"[('B-take', 0), ('B-take.dest', 9), ('B-take.dest', 8), ('I-take.dest', 9), ('B-take.obj', 1)]","['B-take', 'B-take.obj', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest', 'I-take.dest']"
491,492,navigate to the end table meet michael and lead him to the exit,"[('B-go', 0), ('B-go.dest', 4), ('B-go.dest', 3), ('I-go.dest', 4), ('B-find', 5), ('B-find.per', 6), ('B-take', 8), ('B-take.per', 9), ('B-take.dest', 12)]","['B-go', 'O', 'O', 'B-go.dest', 'I-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
492,493,please bring my bag to the taxi,"[('B-take', 1), ('B-take.obj', 3)]","['O', 'B-take', 'O', 'B-take.obj', 'O', 'O', 'O']"
493,494,guide robert to the exit you may find him at the entrance,"[('B-take', 0), ('B-take.per', 5), ('B-take.per', 1), ('B-take.dest', 4), ('B-find', 7), ('B-find.per', 8), ('B-find.dest', 11)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'B-take.per', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest']"
494,495,meet robin at the entrance and accompany him to the dishwasher,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-take', 6), ('B-take.per', 7), ('B-take.dest', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
495,496,please find charlie at the rear entrance and introduce her to all the elders in the living room,"[('B-find', 1), ('B-find.per', 2), ('B-find.dest', 6), ('B-say', 8), ('B-say.per', 9), ('B-say.dest', 17), ('B-say.dest', 16), ('I-say.dest', 17)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
496,497,pick up the bowl from the bookcase and place it on the side table,"[('B-take', 0), ('B-take.obj', 3), ('B-take.dest', 6), ('B-put', 8), ('B-put.obj', 9), ('B-put.dest', 13), ('B-put.dest', 12), ('I-put.dest', 13)]","['B-take', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'O', 'B-put', 'B-put.obj', 'O', 'O', 'B-put.dest', 'I-put.dest']"
497,498,robot please meet alex at the exit follow him and accompany him back,"[('B-find', 2), ('B-find.dest', 6), ('B-find.per', 3), ('B-follow', 7), ('B-follow.per', 8), ('B-take', 10), ('B-take.per', 11)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
498,499,navigate to the couch meet michael and follow him,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
499,500,bring me the left most object from the dining table,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 9), ('B-take.dest', 8), ('I-take.dest', 9)]","['B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest', 'I-take.dest']"
500,501,give fruits to me,"[('B-take', 0), ('B-take.per', 3)]","['B-take', 'O', 'O', 'B-take.per']"
501,502,lead skyler to the couch you will find him at the couch,"[('B-take', 0), ('B-take.per', 3), ('B-find', 7), ('B-find.per', 8), ('B-find.dest', 11)]","['B-take', 'O', 'O', 'B-take.per', 'O', 'O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest']"
502,503,robot please look for the sponge in the corridor,"[('B-find', 2), ('B-find.obj', 5), ('B-find.dest', 8)]","['O', 'O', 'B-find', 'O', 'O', 'B-find.obj', 'O', 'O', 'B-find.dest']"
503,504,please tell me how many people in the corridor are male,"[('B-say', 1), ('B-say.per', 2), ('B-say.dest', 8)]","['O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'O', 'O']"
504,505,tell me what s the largest containers on the desk,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9), ('B-say.obj', 6)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'B-say.obj', 'O', 'O', 'B-say.dest']"
505,506,locate the snacks in the dining room,"[('B-find', 0), ('B-find.dest', 6), ('B-find.dest', 5), ('I-find.dest', 6), ('B-find.obj', 2)]","['B-find', 'O', 'B-find.obj', 'O', 'O', 'B-find.dest', 'I-find.dest']"
506,507,could you please navigate to the entrance meet linda and guide her,"[('B-go', 3), ('B-go.dest', 6), ('B-find', 7), ('B-find.per', 8), ('B-take', 10), ('B-take.per', 11)]","['O', 'O', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
507,508,please face skyler at the bed and introduce it to mary at the end table,"[('B-find', 1), ('B-find.dest', 5), ('B-find.per', 2), ('B-say', 7), ('B-say.obj', 8), ('B-say.per', 10), ('B-say.dest', 14), ('B-say.dest', 13), ('I-say.dest', 14)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.obj', 'O', 'B-say.per', 'O', 'O', 'B-say.dest', 'I-say.dest']"
508,509,accompany charlie to the end table,"[('B-take', 0), ('B-take.dest', 5), ('B-take.dest', 4), ('I-take.dest', 5), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'I-take.dest']"
509,510,go to the kitchen look for a boy and answer a question,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-say', 9)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'O', 'O', 'O', 'O', 'B-say', 'O', 'O']"
510,511,meet linda at the entrance follow her and navigate to the bedroom,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
511,512,navigate to the bed meet jennifer and accompany her,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-take', 7), ('B-take.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
512,513,could you greet patricia at the desk and lead her to her cab,"[('B-find', 2), ('B-find.dest', 6), ('B-find.per', 3), ('B-take', 8), ('B-take.per', 9)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O']"
513,514,follow linda from the dining table to the bedroom,"[('B-follow', 0), ('B-follow.dest', 5), ('B-follow.dest', 8), ('B-follow.dest', 4), ('I-follow.dest', 5), ('B-follow.per', 1)]","['B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'I-follow.dest', 'O', 'O', 'B-follow.dest']"
514,515,take the grape juice to the bookcase,"[('B-take', 0), ('B-take.obj', 3), ('B-take.obj', 2), ('I-take.obj', 3), ('B-take.dest', 6)]","['B-take', 'O', 'B-take.obj', 'I-take.obj', 'O', 'O', 'B-take.dest']"
515,516,robot please meet william at the sink follow him and navigate to the kitchen,"[('B-find', 2), ('B-find.dest', 6), ('B-find.per', 3), ('B-follow', 7), ('B-follow.per', 8), ('B-go', 10), ('B-go.dest', 13)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
516,517,give me the fruits,"[('B-take', 0), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O']"
517,518,deliver the bowl to the person waving in the kitchen,"[('B-take', 0), ('B-take.obj', 2), ('B-take.dest', 9)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest']"
518,519,meet robert at the couch and follow him to the dining room,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 6), ('B-follow.per', 7), ('B-follow.dest', 11), ('B-follow.dest', 10), ('I-follow.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'I-follow.dest']"
519,520,bring the bowl to the counter,"[('B-take', 0), ('B-take.obj', 2), ('B-take.dest', 5)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
520,521,could you please bring the cascade pod to the cupboard,"[('B-take', 3), ('B-take.dest', 9), ('B-take.obj', 5), ('I-take.obj', 6)]","['O', 'O', 'O', 'B-take', 'O', 'B-take.obj', 'I-take.obj', 'O', 'O', 'B-take.dest']"
521,522,navigate to the couch meet charlie and follow him,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
522,523,escort jennifer to the dishwasher you can find her at the entrance,"[('B-take', 0), ('B-take.obj', 6), ('B-take.per', 5), ('B-take.per', 1), ('B-take.dest', 4), ('B-find', 7), ('B-find.per', 8), ('B-find.dest', 11)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'B-take.per', 'B-take.obj', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest']"
523,524,go to the cupboard find the tray and put it on the bookcase,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.obj', 6), ('B-take', 8), ('B-take.obj', 9), ('B-take.dest', 12)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'O', 'B-find.obj', 'O', 'B-take', 'B-take.obj', 'O', 'O', 'B-take.dest']"
524,525,could you tell a joke to the person pointing to the left in the kitchen,"[('B-say', 2), ('B-say.dest', 14)]","['O', 'O', 'B-say', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
525,526,meet linda at the bed follow her and navigate to the bedroom,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
526,527,meet alex at the exit follow him and escort him back,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-take', 8), ('B-take.per', 9)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
527,528,could you please greet skyler at the bed and introduce it to john at the dishwasher,"[('B-find', 3), ('B-find.dest', 7), ('B-find.per', 4), ('B-say', 9), ('B-say.obj', 10), ('B-say.per', 12), ('B-say.dest', 15)]","['O', 'O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.obj', 'O', 'B-say.per', 'O', 'O', 'B-say.dest']"
528,529,meet robert at the entrance follow him and go to the corridor,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
529,530,could you please take out the junk,"[('B-take', 3)]","['O', 'O', 'O', 'B-take', 'O', 'O', 'O']"
530,531,meet robin at the couch and follow him to the corridor,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 6), ('B-follow.per', 7), ('B-follow.dest', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest']"
531,532,greet alex at the main entrance and introduce him to everyone in the kitchen,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 5), ('B-say', 7), ('B-say.per', 8), ('B-say.dest', 13)]","['B-find', 'B-find.per', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'B-say.dest']"
532,533,deliver fruits to the person pointing to the right in the bedroom,"[('B-take', 0), ('B-take.dest', 11)]","['B-take', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest']"
533,534,contact elizabeth at the sink and take her to her uber,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-take', 6), ('B-take.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O']"
534,535,could you meet alex at the entrance follow her and escort her back,"[('B-find', 2), ('B-find.per', 3), ('B-find.dest', 6), ('B-follow', 7), ('B-follow.per', 8), ('B-take', 10), ('B-take.per', 11)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
535,536,find jennifer at the desk and ask her to leave,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-say', 6), ('B-say.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O']"
536,537,robot please meet patricia and guide her,"[('B-find', 2), ('B-find.per', 3), ('B-take', 5), ('B-take.per', 6)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
537,538,meet linda at the desk follow her and guide her back,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-take', 8), ('B-take.per', 9)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
538,539,robot please give me the fruits,"[('B-take', 2), ('B-take.per', 3)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'O']"
539,540,could you meet elizabeth at the desk and take her to the dishwasher,"[('B-find', 2), ('B-find.dest', 6), ('B-find.per', 3), ('B-take', 8), ('B-take.per', 9), ('B-take.dest', 12)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
540,541,follow william from the exit to the corridor,"[('B-follow', 0), ('B-follow.dest', 4), ('B-follow.dest', 7), ('B-follow.per', 1)]","['B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'O', 'O', 'B-follow.dest']"
541,542,locate a person standing in the living room and answer a question,"[('B-find', 0), ('B-find.dest', 7), ('B-find.dest', 6), ('I-find.dest', 7), ('B-say', 9)]","['B-find', 'O', 'O', 'O', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-say', 'O', 'O']"
542,543,go to the dishwasher meet francis and follow him,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
543,544,please give me the paprika from the bookcase,"[('B-take', 1), ('B-take.per', 2), ('B-take.obj', 4), ('B-take.dest', 7)]","['O', 'B-take', 'B-take.per', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
544,545,meet michael at the end table follow him and navigate to the corridor,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-follow', 6), ('B-follow.per', 7), ('B-go', 9), ('B-go.dest', 12)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
545,546,robot please bring me the fruits,"[('B-take', 2), ('B-take.per', 3)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'O']"
546,547,could you please tell me how many people in the bedroom are women,"[('B-say', 3), ('B-say.per', 4), ('B-say.dest', 10)]","['O', 'O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'O', 'O']"
547,548,robot please bring me the left most object from the cupboard,"[('B-take', 2), ('B-take.per', 3), ('B-take.dest', 10)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest']"
548,549,could you tell me the name of the person in the living room,"[('B-say', 2), ('B-say.per', 3), ('B-say.dest', 12), ('B-say.dest', 11), ('I-say.dest', 12)]","['O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
549,550,deliver drinks to everyone in the corridor,"[('B-take', 0), ('B-take.obj', 1), ('B-take.dest', 6)]","['B-take', 'B-take.obj', 'O', 'O', 'O', 'O', 'B-take.dest']"
550,551,meet john at the end table follow him and navigate to the bedroom,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-follow', 6), ('B-follow.per', 7), ('B-go', 9), ('B-go.dest', 12)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
551,552,tell me which are the three thinnest cutlery on the dining table,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 11), ('B-say.dest', 10), ('I-say.dest', 11), ('B-say.obj', 7)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'B-say.obj', 'O', 'O', 'B-say.dest', 'I-say.dest']"
552,553,meet skyler at the dining table follow him and accompany him back,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-follow', 6), ('B-follow.per', 7), ('B-take', 9), ('B-take.per', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
553,554,robot please go to the storage table look for the bowl and place it on the counter,"[('B-go', 2), ('B-go.dest', 6), ('B-go.dest', 5), ('I-go.dest', 6), ('B-find', 7), ('B-find.obj', 10), ('B-put', 12), ('B-put.obj', 13), ('B-put.dest', 16)]","['O', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest', 'B-find', 'O', 'O', 'B-find.obj', 'O', 'B-put', 'B-put.obj', 'O', 'O', 'B-put.dest']"
554,555,bring me the object under the apple from the sink,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 9), ('B-take.obj', 6)]","['B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
555,556,meet william at the sink follow him and lead him back,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-take', 8), ('B-take.per', 9)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
556,557,tell me the gender of the person in the dining room,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10), ('B-say.dest', 9), ('I-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
557,558,meet skyler at the sink and follow him to the corridor,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 6), ('B-follow.per', 7), ('B-follow.dest', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest']"
558,559,robot please give me the fruits,"[('B-take', 2), ('B-take.per', 3)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'O']"
559,560,could you meet linda at the dining table follow her and go to the living room,"[('B-find', 2), ('B-find.dest', 7), ('B-find.dest', 6), ('I-find.dest', 7), ('B-find.per', 3), ('B-follow', 8), ('B-follow.per', 9), ('B-go', 11), ('B-go.dest', 15), ('B-go.dest', 14), ('I-go.dest', 15)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest']"
560,561,meet linda at the dining table and follow her,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-follow', 7), ('B-follow.per', 8)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-follow', 'B-follow.per']"
561,562,deliver the bowl to me,"[('B-take', 0), ('B-take.per', 4), ('B-take.obj', 2)]","['B-take', 'O', 'B-take.obj', 'O', 'B-take.per']"
562,563,tell me how many people in the kitchen are girls,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 7)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'O', 'O']"
563,564,could you meet james at the end table follow him and navigate to the living room,"[('B-find', 2), ('B-find.dest', 7), ('B-find.dest', 6), ('I-find.dest', 7), ('B-find.per', 3), ('B-follow', 8), ('B-follow.per', 9), ('B-go', 11), ('B-go.dest', 15), ('B-go.dest', 14), ('I-go.dest', 15)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest']"
564,565,please guide jennifer to the desk you can find her at the bed,"[('B-take', 1), ('B-take.obj', 7), ('B-take.per', 6), ('B-take.per', 2), ('B-take.dest', 5), ('B-find', 8), ('B-find.dest', 12), ('B-find.per', 9)]","['O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'B-take.per', 'B-take.obj', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest']"
565,566,the kitchen,[],"['O', 'O']"
566,567,take my bag to the cab,"[('B-take', 0), ('B-take.obj', 2)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'O']"
567,568,could you navigate to the counter look for the cloth and place it on the cupboard,"[('B-go', 2), ('B-go.dest', 5), ('B-find', 6), ('B-find.obj', 9), ('B-put', 11), ('B-put.obj', 12), ('B-put.dest', 15)]","['O', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'B-find', 'O', 'O', 'B-find.obj', 'O', 'B-put', 'B-put.obj', 'O', 'O', 'B-put.dest']"
568,569,follow jennifer from the entrance to the kitchen,"[('B-follow', 0), ('B-follow.dest', 7), ('B-follow.dest', 4), ('B-follow.per', 1)]","['B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'O', 'O', 'B-follow.dest']"
569,570,find three cleaning stuff in the bedroom,"[('B-find', 0), ('B-find.dest', 6)]","['B-find', 'O', 'O', 'O', 'O', 'O', 'B-find.dest']"
570,571,follow robert from the entrance to the corridor,"[('B-follow', 0), ('B-follow.per', 1), ('B-follow.dest', 4), ('B-follow.dest', 7)]","['B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'O', 'O', 'B-follow.dest']"
571,572,robot please meet francis at the bookcase and follow him,"[('B-find', 2), ('B-find.per', 3), ('B-find.dest', 6), ('B-follow', 8), ('B-follow.per', 9)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per']"
572,573,please tell me what s the smallest tableware on the counter,"[('B-say', 1), ('B-say.per', 2), ('B-say.dest', 10), ('B-say.obj', 7)]","['O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'B-say.obj', 'O', 'O', 'B-say.dest']"
573,574,could you please meet skyler at the bookcase follow him and go to the corridor,"[('B-find', 3), ('B-find.per', 4), ('B-find.dest', 7), ('B-follow', 8), ('B-follow.per', 9), ('B-go', 11), ('B-go.dest', 14)]","['O', 'O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
574,575,tell me the pose of the person at the dining table,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10), ('B-say.dest', 9), ('I-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
575,576,find elizabeth at the front entrance and introduce her to all the people in the kitchen,"[('B-find', 0), ('B-find.dest', 5), ('B-find.per', 1), ('B-say', 7), ('B-say.per', 8), ('B-say.dest', 15)]","['B-find', 'B-find.per', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
576,577,meet robin at the dishwasher follow her and navigate to the bedroom,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
577,578,meet skyler at the exit follow him and go to the living room,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 12), ('B-go.dest', 11), ('I-go.dest', 12)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest']"
578,579,find the cloth in the bedroom,"[('B-find', 0), ('B-find.obj', 2), ('B-find.dest', 5)]","['B-find', 'O', 'B-find.obj', 'O', 'O', 'B-find.dest']"
579,580,navigate to the desk meet robert and guide him,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-take', 7), ('B-take.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
580,581,tell me how many fruits there are on the cupboard,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
581,582,please give me the object on top of the orange from the end table,"[('B-take', 1), ('B-take.per', 2), ('B-take.dest', 13), ('B-take.dest', 12), ('I-take.dest', 13), ('B-take.obj', 9)]","['O', 'B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest']"
582,583,please tell me what s the biggest object on the side table,"[('B-say', 1), ('B-say.per', 2), ('B-say.dest', 11), ('B-say.dest', 10), ('I-say.dest', 11)]","['O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
